RIDEID,CREATED,RIDEVALUE,VATONRIDEVALUE,SURCHARGE,VATONSURCHARGE,INTERCITYSURCHARGE,VATONINTERCITYSURCHARGE,CANCELLATIONFINE,VATONCANCELLATIONFINE,RIDEHAILINGSURCHARGE,VATONRIDEHAILINGSURCHARGE,SUBTOTAL,DISCOUNT,VATONDISCOUNT,VALUEADDEDTAX,TOTALAMOUNTWITHTAX,CASHTOBECOLLECTED,UNROUNDEDRIDEFINALVALUE,DRIVEREARNINGS,PASSENGERWALLET,VALUECHARGED,TYPERIDE,DATECHARGED,CHARGEBYTAXIMETER,INVOICENUMBER,RECEIPTTIME,PAYMENTTIME,DISTANCE,DURATION,WAITINGCHARGES,VATONWAITINGCHARGES
6a578fd1cd1f13068c553660,2026-07-15 13:49:05.055,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,1.00,0.00,0.00,2.08,2.08,2.08,2.68,0.00,0.62,others,2026-07-15 14:19:17.490,,JNY-AAAABN-491359,2026-07-15 14:17:13.072,2026-07-15 14:17:41.666,7704,736,0.15,0
6a4fc809c737923ca985fc12,2026-07-09 16:10:49.907,15.45,2.32,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,16.50,8.25,1.24,1.24,9.49,9.49,9.49,13.24,0.00,4.98,others,2026-07-09 16:39:02.435,,JNY-AAAAED-287157,2026-07-09 16:36:37.966,2026-07-09 16:37:25.963,10032,944,0.55,0.08
6a4fe680b0e119efe8b7428c,2026-07-09 18:20:48.164,7.77,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,8.80,3.52,0.53,0.79,6.08,6.08,6.08,6.84,0.00,2.82,others,2026-07-09 18:41:41.069,,JNY-AAAAED-303091,2026-07-09 18:38:10.302,2026-07-09 18:38:50.223,1934,288,0.53,0.08
6a4fab73b0e119efe86473ae,2026-07-09 14:08:51.014,30.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,30.77,6.96,1.04,3.58,27.39,27.39,27.39,25.12,0.00,8.98,others,2026-07-09 14:53:24.040,,JNY-AAAAED-272713,2026-07-09 14:49:45.635,2026-07-09 14:50:43.678,22903,2408,0.27,0.04
6a4ed4bdae56939540ff6f49,2026-07-08 22:52:45.045,23.44,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,24.71,6.96,1.04,2.68,20.43,20.43,20.43,20.03,0.00,7.28,others,2026-07-08 23:31:32.053,,JNY-AAAAED-208813,2026-07-08 23:29:30.241,2026-07-08 23:29:32.842,20810,1356,0.77,0.12
6a491cea7ef6256af72d454b,2026-07-04 14:47:05.579,39.00,5.85,6.73,1.01,0.00,0.00,0.00,0.00,0.50,0.08,48.61,6.96,1.04,6.26,47.91,0.00,47.91,52.44,47.91,0.50,others,2026-07-04 15:54:03.552,,JNY-AAAAEC-700727,2026-07-04 15:40:06.165,2026-07-04 15:52:40.568,38232,2748,2.38,0.36
6a4940cbc5a77f251a91948e,2026-07-04 17:20:11.918,16.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,16.57,6.63,0.99,1.50,11.44,11.44,11.44,13.35,0.00,5.00,others,2026-07-04 17:54:29.753,,JNY-AAAAEC-715515,2026-07-04 17:52:56.271,2026-07-04 17:53:02.676,11561,1252,0.07,0.01
6a44ddd694fcb2ed1a0c0625,2026-07-01 09:28:54.857,10.67,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,13.37,5.35,0.80,1.21,9.23,9.23,9.23,10.46,0.00,4.10,others,2026-07-01 09:58:14.763,,JNY-AAAAEC-334039,2026-07-01 09:57:08.513,2026-07-01 09:57:10.442,6773,716,2.2,0.33
6a4a9b1ac5a77f251aaa4770,2026-07-05 17:57:44.112,28.80,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,30.28,8.70,1.31,3.24,24.83,0.00,24.83,26.43,24.83,7.05,others,2026-07-05 18:37:23.556,,JNY-AAAAEC-839959,2026-07-05 18:36:28.256,2026-07-05 18:36:31.073,23055,1695,0.98,0.15
6a4a61c2c5a77f251a5f1a09,2026-07-05 13:53:06.953,19.01,2.85,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,19.59,6.96,1.04,1.90,14.53,14.53,14.53,17.00,0.00,4.70,others,2026-07-05 14:25:06.650,,JNY-AAAAEC-807903,2026-07-05 14:19:10.426,2026-07-05 14:22:17.443,14153,1197,0.08,0.01
6a4acd3bc5a77f251ad40887,2026-07-05 21:31:38.504,17.11,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,18.21,1.30,0.20,2.53,19.45,0.00,19.45,15.71,19.45,4.40,others,2026-07-05 21:52:00.909,,JNY-AAAAEC-858053,2026-07-05 21:51:09.640,2026-07-05 21:51:11.500,13710,1039,0.6,0.09
6a4fc6c1c737923ca98467fb,2026-07-09 16:05:21.870,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.25,0.98,0.00,0.00,3.27,3.27,3.27,3.73,0.00,0.85,others,2026-07-09 16:47:11.804,,JNY-AAAABN-013100,2026-07-09 16:44:16.486,2026-07-09 16:44:57.841,13097,1899,0.05,0
6a4fd169b0e119efe899f480,2026-07-09 16:50:49.726,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.95,0.75,0.00,0.00,3.20,3.20,3.20,3.45,0.00,0.79,others,2026-07-09 17:18:42.554,,JNY-AAAABN-016094,2026-07-09 17:16:32.843,2026-07-09 17:16:39.439,11529,1068,0.2,0
6a4fd76ac737923ca99a5b83,2026-07-09 17:16:26.631,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.40,1.00,0.00,0.00,2.40,2.40,2.40,2.98,0.00,0.68,others,2026-07-09 17:47:00.999,,JNY-AAAABN-018766,2026-07-09 17:44:55.331,2026-07-09 17:45:53.768,10204,1110,0.03,0
6a4fc3a4c737923ca9803452,2026-07-09 15:52:04.229,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,0.75,0.00,0.00,4.67,4.67,4.67,4.75,0.00,1.08,others,2026-07-09 16:49:30.266,,JNY-AAAABN-013409,2026-07-09 16:47:42.018,2026-07-09 16:47:47.997,16685,2428,0.17,0
6a4f099eb0e119efe8dc06e6,2026-07-09 02:38:22.525,35.84,5.38,6.18,0.93,0.00,0.00,0.00,0.00,0.50,0.08,42.90,8.70,1.31,5.13,39.35,39.35,39.35,37.05,0.00,9.83,others,2026-07-09 03:18:40.351,,JNY-AAAAED-214447,2026-07-09 03:18:06.650,2026-07-09 03:18:22.741,34960,1921,0.38,0.06
6a4f775dc737923ca91ec16f,2026-07-09 10:26:37.935,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.75,0.00,0.00,2.27,2.27,2.27,2.65,0.00,0.60,others,2026-07-09 11:06:35.145,,JNY-AAAABM-977779,2026-07-09 11:05:01.098,2026-07-09 11:05:27.624,6074,1043,0.02,0
6a4fdffab0e119efe8ae08ef,2026-07-09 17:52:58.135,26.04,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,26.79,8.70,1.31,2.72,20.82,20.82,20.82,21.82,0.00,7.86,others,2026-07-09 18:32:24.464,,JNY-AAAAED-301895,2026-07-09 18:29:20.382,2026-07-09 18:29:59.451,14965,1160,0.25,0.04
6a47dbc2c22d83bd74f0b42a,2026-07-03 15:56:50.771,39.34,5.90,3.93,0.59,0.00,0.00,0.00,0.00,0.50,0.08,44.38,6.96,1.04,5.62,43.04,43.04,43.04,38.60,0.00,10.15,others,2026-07-03 17:23:55.744,,JNY-AAAAEC-606948,2026-07-03 17:20:35.893,2026-07-03 17:21:17.257,33882,3909,0.61,0.09
6a47fb5cc22d83bd7417eca3,2026-07-03 18:11:40.656,29.56,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,31.39,6.96,1.04,3.67,28.10,28.10,28.10,25.52,0.00,9.15,others,2026-07-03 19:14:04.090,,JNY-AAAAEC-621264,2026-07-03 19:06:23.588,2026-07-03 19:11:01.740,26695,1994,1.33,0.2
6a48021dc22d83bd74206f96,2026-07-03 18:40:29.628,9.50,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,10.56,4.22,0.63,0.95,7.30,7.30,7.30,8.91,0.00,2.71,others,2026-07-03 19:01:55.643,,JNY-AAAAEC-619867,2026-07-03 18:59:28.996,2026-07-03 19:00:17.683,5493,612,0.56,0.08
6a47cd09c22d83bd74e26888,2026-07-03 14:54:01.892,29.55,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,30.75,6.96,1.04,3.57,27.37,27.37,27.37,26.87,0.00,7.16,others,2026-07-03 15:37:03.547,,JNY-AAAAEC-595615,2026-07-03 15:29:09.390,2026-07-03 15:35:45.076,30283,1491,0.7,0.11
6a47b21f7ae76b85a3f578b6,2026-07-03 12:59:11.224,17.78,2.67,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,18.50,6.96,1.04,1.74,13.28,13.28,13.28,14.94,0.00,5.54,others,2026-07-03 13:32:10.291,,JNY-AAAAEC-584113,2026-07-03 13:30:24.911,2026-07-03 13:30:43.485,14713,1292,0.22,0.03
6a48213d7ae76b85a3685f73,2026-07-03 20:53:17.743,19.37,2.91,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,19.90,6.96,1.04,1.95,14.89,14.89,14.89,17.28,0.00,4.77,others,2026-07-03 21:25:18.453,,JNY-AAAAEC-635827,2026-07-03 21:23:49.335,2026-07-03 21:24:38.736,14921,1532,0.03,0
6a47bcd77ae76b85a3fcd882,2026-07-03 13:44:55.026,2.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.72,0.00,0.00,1.68,1.68,1.68,2.27,0.00,0.34,others,2026-07-03 14:06:15.287,,JNY-AAAABM-486382,2026-07-03 14:03:41.638,2026-07-03 14:03:54.333,8568,891,0.02,0
6a47fa00c22d83bd741632c9,2026-07-03 18:05:52.369,7.77,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,10.88,4.35,0.65,0.98,7.52,7.52,7.52,8.33,0.00,3.41,others,2026-07-03 18:33:42.841,,JNY-AAAAEC-616250,2026-07-03 18:31:42.857,2026-07-03 18:32:38.758,1862,461,2.61,0.39
6a47e1287ae76b85a31ebce1,2026-07-03 16:19:52.427,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.43,0.00,0.00,1.00,1.00,1.00,1.35,0.00,0.20,others,2026-07-03 16:35:59.235,,JNY-AAAABM-497119,2026-07-03 16:33:54.469,2026-07-03 16:34:02.226,3299,550,0.06,0
6a45475657e084f58b969d80,2026-07-01 16:59:02.589,25.54,3.83,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,26.50,6.96,1.04,2.94,22.48,22.48,22.48,23.12,0.00,6.22,others,2026-07-01 17:39:16.944,,JNY-AAAAEC-389975,2026-07-01 17:36:03.861,2026-07-01 17:36:35.756,12040,816,0.46,0.07
6a4551df57e084f58ba531be,2026-07-01 17:43:59.184,16.52,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.08,18.11,6.96,1.04,1.68,12.83,12.83,12.83,15.57,0.00,4.37,others,2026-07-01 18:13:42.490,,JNY-AAAAEC-394752,2026-07-01 18:10:22.401,2026-07-01 18:11:30.478,13706,796,1.09,0.16
